Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
763,147,True,18,4,6,3,False,False
764,147,True,4,1,14,2,False,False
765,148,True,13,2,7,3,False,False
766,148,True,15,4,3,3,True,False
767,148,True,22,3,10,4,True,False
768,148,True,5,2,17,3,True,False
769,148,True,12,3,24,2,True,True
770,149,True,21,1,13,2,False,False
771,149,True,6,0,16,3,False,False
772,149,True,18,3,8,2,True,False
773,149,True,19,1,15,2,True,True
774,150,True,5,0,9,3,False,False
775,150,True,4,4,22,0,False,False
776,150,True,24,2,18,6,False,False
777,150,True,17,1,21,0,False,False
778,150,True,11,1,2,2,False,False
779,150,True,23,4,20,5,True,False
780,151,True,12,4,19,3,False,False
781,151,True,16,2,1,1,False,False
782,151,True,9,1,11,4,False,False
783,151,True,3,0,23,2,False,False
784,151,True,8,1,4,2,False,False
785,152,True,5,5,12,4,False,False
786,152,True,2,4,7,3,False,False
787,152,True,6,3,14,1,False,False
788,152,True,16,2,3,1,True,True
789,152,True,22,3,10,4,False,False
790,153,True,21,2,5,1,False,False
791,153,True,18,1,6,2,False,False
792,153,True,8,1,13,3,False,False
793,153,True,4,2,17,4,False,False
794,154,True,23,1,24,0,False,False
795,154,True,3,4,15,2,False,False
796,154,True,11,2,9,1,False,False
797,154,True,22,3,16,0,False,False
798,155,True,8,2,18,4,False,False
799,155,True,7,3,21,2,True,False
800,155,True,17,6,19,2,False,False
801,155,True,2,4,20,0,False,False
802,155,True,9,1,1,3,False,False
803,155,True,14,6,22,3,False,False
804,156,True,16,1,8,3,False,False
805,156,True,4,1,12,6,False,False
806,156,True,15,2,11,3,True,True
807,156,True,20,2,23,4,False,False
808,156,True,24,1,2,2,False,False
809,157,True,1,0,5,1,False,False
810,157,True,17,3,7,5,False,False
811,157,True,16,3,6,2,False,False
812,157,True,21,5,10,1,False,False
813,157,True,3,4,14,3,False,False
814,158,True,12,2,4,4,False,False
815,158,True,9,3,13,4,True,False
816,158,True,23,3,3,2,False,False
817,158,True,22,0,24,7,False,False
818,158,True,10,3,17,4,False,False
819,159,True,6,2,15,1,False,False
820,159,True,8,1,18,3,False,False
821,159,True,21,4,19,2,False,False
822,159,True,11,3,20,2,False,False
823,159,True,5,1,1,4,False,False
824,159,True,16,4,2,3,True,False
825,160,True,13,3,9,4,False,False
826,160,True,24,3,22,0,False,False
827,160,True,4,0,8,3,False,False
828,160,True,7,2,21,0,False,False
829,160,True,19,2,23,6,False,False
830,160,True,15,1,12,5,False,False
831,161,True,1,1,11,5,False,False
832,161,True,6,4,16,1,False,False
833,161,True,2,2,14,3,False,False
834,162,True,1,5,5,6,True,False
835,162,True,2,6,10,3,False,False
836,162,True,18,3,4,0,False,False
837,162,True,3,1,7,0,False,False
838,163,True,22,0,6,2,False,False
839,163,True,17,2,13,3,False,False
840,163,True,15,1,3,2,False,False
841,163,True,14,2,24,6,False,False
842,163,True,19,3,20,5,False,False
843,163,True,12,5,18,8,False,False
844,164,True,7,5,17,4,False,False
845,164,True,10,5,15,2,False,False
846,164,True,21,1,8,2,False,False
847,164,True,5,4,9,2,False,False
848,165,True,23,3,19,1,False,False
849,165,True,6,3,22,2,False,False
850,165,True,1,4,11,3,True,True
851,165,True,24,4,16,2,False,False
852,165,True,14,3,21,2,False,False
853,165,True,4,2,12,4,False,False
854,166,True,8,6,2,3,False,False
855,166,True,18,4,23,3,True,False
856,166,True,11,2,5,1,False,False
857,166,True,15,3,1,5,False,False
858,167,True,20,2,7,4,False,False
859,167,True,9,1,10,4,False,False
860,167,True,24,1,4,3,False,False
861,167,True,17,3,13,2,True,False
862,167,True,16,0,14,4,False,False
863,167,True,12,2,6,4,False,False
864,168,True,7,5,3,3,False,False
865,168,True,8,3,17,0,False,False
866,168,True,22,3,24,2,False,False
867,168,True,15,3,18,5,False,False
868,169,True,9,3,19,1,False,False
869,169,True,5,4,20,2,False,False
870,169,True,23,0,21,1,False,False
871,169,True,16,1,2,2,False,False
872,170,True,24,2,15,1,False,False
873,170,True,17,2,9,1,False,False
874,170,True,18,3,8,4,True,False
875,170,True,19,5,11,3,False,False
876,171,True,24,5,22,2,False,False
877,171,True,11,2,12,3,True,True
878,171,True,10,3,16,1,False,False
879,171,True,15,5,1,4,True,False
880,171,True,9,3,23,1,False,False
881,171,True,18,2,4,3,False,False
882,172,True,21,3,5,1,False,False
883,172,True,2,3,13,4,True,True
884,172,True,20,4,14,5,False,False
885,172,True,6,2,7,3,True,False
886,172,True,1,4,3,1,False,False
887,173,True,16,0,10,3,False,False
888,173,True,8,1,6,3,False,False
889,173,True,2,3,17,1,False,False
890,173,True,4,2,24,3,False,False
891,173,True,15,1,19,0,False,False
892,173,True,22,1,20,2,False,False
893,174,True,12,5,18,4,True,False
894,174,True,3,4,21,1,False,False
895,174,True,9,1,23,4,False,False
896,174,True,15,1,11,3,False,False
897,174,True,17,4,8,0,False,False
898,175,True,18,5,22,1,False,False
899,175,True,11,4,1,2,False,False
900,175,True,20,3,12,4,False,False
901,175,True,9,4,13,6,False,False
902,176,True,24,3,2,2,True,True
903,176,True,10,4,16,3,False,False
904,176,True,19,1,5,3,False,False
905,176,True,17,2,15,0,False,False
906,177,True,4,0,14,1,False,False
907,177,True,1,4,7,5,False,False
908,177,True,17,5,9,1,False,False
909,177,True,13,1,3,3,False,False
910,177,True,8,2,6,3,False,False
911,178,True,20,4,10,3,False,False
912,178,True,16,1,4,3,False,False
913,178,True,14,2,24,3,False,False
914,178,True,18,3,19,1,False,False
915,178,True,23,3,21,6,False,False
916,179,True,7,3,17,7,False,False
917,179,True,15,4,22,3,True,False
918,179,True,18,3,20,2,False,False
919,179,True,12,4,2,5,True,True
920,180,True,16,4,5,1,False,False
921,180,True,11,1,23,4,False,False
922,180,True,24,0,8,1,False,False
923,180,True,21,2,1,4,False,False
924,180,True,19,3,9,2,False,False
925,181,True,17,0,15,3,False,False
926,181,True,2,3,14,2,True,False
927,181,True,9,3,11,0,False,False
928,181,True,22,2,18,6,False,False
929,181,True,20,2,12,4,False,False
930,181,True,23,2,13,1,False,False
931,182,True,5,2,6,3,True,True
932,182,True,24,3,16,1,False,False
933,182,True,1,2,3,4,False,False
934,182,True,21,2,7,0,False,False
935,182,True,20,3,4,0,False,False
936,182,True,8,1,10,0,False,False
937,183,True,14,4,17,1,False,False
938,183,True,21,1,19,2,True,False
939,184,True,17,3,24,2,False,False
940,184,True,18,4,22,3,True,False
941,184,True,23,4,15,2,False,False
942,184,True,11,2,13,4,False,False
943,184,True,12,1,2,4,False,False
944,184,True,19,4,5,5,False,False
945,185,True,24,4,20,1,False,False
946,185,True,15,1,8,0,True,True
947,186,True,24,1,21,2,False,False
948,186,True,5,3,1,2,False,False
949,186,True,22,0,16,2,False,False
950,186,True,8,4,10,5,True,False
951,187,True,2,3,6,4,True,True
952,187,True,17,3,7,4,False,False
953,187,True,21,1,4,2,False,False
954,187,True,19,3,9,5,False,False
955,187,True,22,2,12,7,False,False
956,187,True,13,2,3,3,False,False
957,188,True,17,2,11,0,False,False
958,188,True,19,2,23,1,True,False
959,188,True,24,2,18,3,False,False
960,188,True,20,3,14,1,False,False
